house,temp_idx,temp_c,m,p
124,554,15.399999999999999,3,3
124,552,15.200000000000003,3,10
124,551,15.100000000000001,4,9
124,549,14.899999999999999,4,14
124,548,14.799999999999997,3,13
124,546,14.600000000000001,3,4
124,545,14.5,3,3
124,544,14.399999999999999,3,1
124,543,14.299999999999997,3,6
124,542,14.200000000000003,3,15
124,541,14.100000000000001,3,8
124,540,14.0,4,2
124,539,13.899999999999999,4,5
124,538,13.799999999999997,3,1
124,537,13.700000000000003,3,6
124,536,13.600000000000001,3,15
124,535,13.5,3,8
124,534,13.399999999999999,3,10
124,533,13.299999999999997,3,13
124,532,13.200000000000003,3,4
124,531,13.100000000000001,3,3
124,530,13.0,4,7
124,529,12.899999999999999,3,4
121,530,13.0,4,1
121,536,13.600000000000001,4,5
121,539,13.899999999999999,3,1
121,542,14.200000000000003,4,4
121,544,14.399999999999999,4,10
121,546,14.600000000000001,4,9
121,548,14.799999999999997,4,14
121,549,14.899999999999999,3,10
121,550,15.0,3,4
121,552,15.200000000000003,4,3
121,553,15.299999999999997,4,1
121,554,15.399999999999999,4,15
121,556,15.600000000000001,4,8
121,557,15.700000000000003,4,12
121,558,15.799999999999997,4,11
121,559,15.899999999999999,3,5
121,560,16.0,3,2
121,561,16.1,4,11
121,562,16.200000000000003,4,12
121,563,16.299999999999997,4,0
121,566,16.6,4,3
121,568,16.799999999999997,3,0
121,570,17.0,4,14
121,572,17.200000000000003,4,11
121,574,17.4,4,12
121,575,17.5,4,2
121,577,17.700000000000003,4,6
121,578,17.799999999999997,4,3
121,580,18.0,4,4
121,581,18.1,4,10
121,583,18.299999999999997,4,8
121,584,18.4,4,15
121,585,18.5,4,6
121,586,18.6,4,1
121,587,18.700000000000003,4,5
121,588,18.799999999999997,4,2
121,589,18.9,4,6
121,590,19.0,3,2
121,592,19.200000000000003,3,5
121,593,19.299999999999997,3,7
121,594,19.4,4,9
121,596,19.6,4,14
121,597,19.700000000000003,4,10
121,598,19.799999999999997,4,13
121,599,19.9,3,1
121,600,20.0,3,6
121,601,20.1,3,15
121,602,20.200000000000003,3,8
121,603,20.299999999999997,3,10
121,604,20.4,3,13
121,605,20.5,3,4
121,606,20.6,3,3
121,607,20.700000000000003,3,7
121,608,20.799999999999997,3,0
121,609,20.9,3,4
121,610,21.0,3,13
121,613,21.299999999999997,3,15
121,614,21.4,3,1
121,616,21.6,3,6
121,617,21.700000000000003,3,5
121,619,21.9,3,12
121,621,22.1,3,2
121,623,22.299999999999997,3,7
121,625,22.5,3,9
121,627,22.700000000000003,3,10
121,629,22.9,3,9
121,631,23.1,3,0
121,632,23.200000000000003,3,11
121,636,23.6,3,12
121,637,23.700000000000003,3,8
121,638,23.799999999999997,3,5
121,640,24.0,3,2
121,641,24.099999999999994,3,12
121,643,24.299999999999997,3,14
121,644,24.400000000000006,3,9
121,645,24.5,3,0
121,646,24.599999999999994,3,7
121,647,24.700000000000003,3,4
121,649,24.900000000000006,3,0
121,650,25.0,3,7
121,651,25.099999999999994,3,14
121,652,25.200000000000003,3,9
121,653,25.299999999999997,3,11
121,654,25.400000000000006,3,12
121,655,25.5,3,5
121,656,25.599999999999994,3,2
121,657,25.700000000000003,3,6
121,658,25.799999999999997,4,1
121,659,25.900000000000006,3,15
121,660,26.0,3,8
121,661,26.099999999999994,3,1
121,662,26.200000000000003,3,6
121,663,26.299999999999997,3,4
121,664,26.400000000000006,3,12
131,663,26.299999999999997,3,1
131,654,25.400000000000006,3,6
131,643,24.299999999999997,3,10
131,632,23.200000000000003,3,15
131,622,22.200000000000003,3,7
131,613,21.299999999999997,3,7
131,605,20.5,4,7
131,599,19.9,3,15
131,593,19.299999999999997,4,5
131,588,18.799999999999997,3,8
131,584,18.4,3,3
131,580,18.0,4,5
131,576,17.6,3,9
131,573,17.299999999999997,3,0
131,570,17.0,4,7
131,567,16.700000000000003,3,14
131,564,16.4,3,2
131,561,16.1,4,11
131,559,15.899999999999999,3,15
131,556,15.600000000000001,3,1
131,554,15.399999999999999,3,3
131,553,15.299999999999997,3,13
131,551,15.100000000000001,4,14
131,549,14.899999999999999,3,9
131,548,14.799999999999997,3,13
131,547,14.700000000000003,3,10
131,546,14.600000000000001,3,4
131,544,14.399999999999999,3,6
131,543,14.299999999999997,3,1
131,542,14.200000000000003,3,8
131,541,14.100000000000001,3,15
131,540,14.0,3,5
131,539,13.899999999999999,3,2
131,538,13.799999999999997,3,6
131,537,13.700000000000003,3,1
131,536,13.600000000000001,3,8
131,535,13.5,3,15
131,534,13.399999999999999,3,13
131,533,13.299999999999997,3,13
131,532,13.200000000000003,3,4
131,531,13.100000000000001,3,3
131,530,13.0,3,7
131,529,12.899999999999999,3,0
131,528,12.799999999999997,4,0
232,529,12.899999999999999,4,2
232,538,13.799999999999997,4,6
232,543,14.299999999999997,4,13
232,547,14.700000000000003,4,10
232,550,15.0,4,3
232,553,15.299999999999997,4,6
232,555,15.5,4,12
232,558,15.799999999999997,4,5
232,560,16.0,4,11
232,562,16.200000000000003,4,14
232,564,16.4,4,9
232,565,16.5,4,7
232,567,16.700000000000003,4,3
232,568,16.799999999999997,4,4
232,569,16.9,4,0
232,570,17.0,4,7
232,571,17.1,4,14
232,572,17.200000000000003,4,9
232,573,17.299999999999997,4,11
232,574,17.4,4,12
232,575,17.5,4,5
232,576,17.6,4,2
232,577,17.700000000000003,4,6
232,578,17.799999999999997,4,1
232,579,17.9,4,3
232,580,18.0,4,4
232,581,18.1,4,13
232,582,18.200000000000003,4,10
232,583,18.299999999999997,4,8
232,584,18.4,3,7
232,625,22.5,3,14
232,652,25.200000000000003,4,4
232,664,26.400000000000006,4,13
232,671,27.099999999999994,4,15
232,676,27.599999999999994,4,9
232,668,26.799999999999997,4,5
232,656,25.599999999999994,4,0
232,646,24.599999999999994,4,15
232,639,23.9,3,7
232,633,23.299999999999997,4,9
232,627,22.700000000000003,3,2
232,623,22.299999999999997,4,5
232,619,21.9,3,8
232,615,21.5,3,10
232,612,21.200000000000003,3,4
232,610,21.0,3,3
232,607,20.700000000000003,3,4
232,606,20.6,3,10
232,604,20.4,3,15
232,602,20.200000000000003,3,5
53,602,20.200000000000003,4,7
53,599,19.9,3,8
53,592,19.200000000000003,3,1
53,587,18.700000000000003,3,13
53,582,18.200000000000003,3,6
53,578,17.799999999999997,3,11
53,574,17.4,3,7
53,571,17.1,3,3
53,568,16.799999999999997,3,9
53,565,16.5,3,12
53,563,16.299999999999997,3,2
53,561,16.1,3,11
53,559,15.899999999999999,3,12
53,558,15.799999999999997,3,15
53,556,15.600000000000001,3,1
53,554,15.399999999999999,3,3
53,553,15.299999999999997,3,4
53,552,15.200000000000003,3,13
53,551,15.100000000000001,3,14
53,549,14.899999999999999,3,9
53,548,14.799999999999997,3,10
53,546,14.600000000000001,3,3
53,545,14.5,3,4
53,544,14.399999999999999,3,6
53,543,14.299999999999997,3,1
53,542,14.200000000000003,3,8
53,541,14.100000000000001,3,15
53,540,14.0,3,5
53,539,13.899999999999999,3,2
53,538,13.799999999999997,3,6
53,537,13.700000000000003,3,1
53,535,13.5,3,8
53,534,13.399999999999999,3,10
53,533,13.299999999999997,3,13
39,533,13.299999999999997,3,15
39,540,14.0,3,10
39,546,14.600000000000001,3,10
39,550,15.0,3,3
39,553,15.299999999999997,3,15
39,556,15.600000000000001,3,12
39,558,15.799999999999997,3,5
39,560,16.0,3,11
39,562,16.200000000000003,3,12
39,563,16.299999999999997,3,14
39,564,16.4,3,9
39,565,16.5,3,0
39,566,16.6,3,7
39,567,16.700000000000003,3,3
39,568,16.799999999999997,3,0
