timestamp,house,channel,temperature_C,payload64_hex
2025-11-19 19:03:44,3,1,18.6,ec401301681023cb
2025-11-19 19:05:02,3,1,18.7,ec401301781033be
2025-11-19 19:06:20,3,1,18.8,ec401301881043ff
2025-11-19 19:06:59,3,1,19.2,ec4013012910f22f
2025-11-19 19:07:39,3,1,19.8,ec401301891053ae
2025-11-19 19:08:17,3,1,20.3,ec40130130208288
2025-11-19 19:08:56,3,1,20.9,ec4013019020e209
2025-11-19 19:09:36,3,1,21.4,ec4013014120a2f3
2025-11-19 19:10:14,3,1,21.8,ec4013018120e22d
2025-11-19 19:10:54,3,1,22.3,ec4013013220a22a
2025-11-19 19:11:32,3,1,22.6,ec4013016220d2ea
2025-11-19 19:12:11,3,1,23.0,ec401301032082e4
2025-11-19 19:12:51,3,1,23.4,ec4013014320c251
2025-11-19 19:13:29,3,1,23.7,ec4013017320f2ce
2025-11-19 19:14:09,3,1,24.1,ec4013011420a227
2025-11-19 19:14:47,3,1,24.4,ec4013014420d2e7
2025-11-19 19:15:26,3,1,24.6,ec4013016420f20d
2025-11-19 19:16:06,3,1,24.9,ec4013019420234c
2025-11-19 19:16:44,3,1,25.2,ec4013012520c2e9
2025-11-19 19:17:24,3,1,25.5,ec4013015520f2c3
2025-11-19 19:18:03,3,1,25.7,ec40130175201329
2025-11-19 19:18:41,3,1,25.9,ec4013019520331d
2025-11-19 19:19:21,3,1,26.1,ec4013011620c285
2025-11-19 19:19:59,3,1,26.3,ec4013013620e26f
2025-11-19 19:20:39,3,1,26.5,ec40130156200330
2025-11-19 19:21:18,3,1,26.7,ec401301762023da
2025-11-19 19:21:56,3,1,26.9,ec401301962043ee
2025-11-19 19:22:36,3,1,27.1,ec4013011720d2d4
2025-11-19 19:23:14,3,1,27.3,ec4013013720f23e
2025-11-19 19:23:54,3,1,27.4,ec40130147200314
2025-11-19 19:24:33,3,1,27.6,ec401301672023fe
2025-11-19 19:25:11,3,1,27.8,ec401301872043ca
2025-11-19 19:25:51,3,1,27.9,ec401301972053bf
2025-11-19 19:26:30,3,1,28.1,ec4013011820e2e8
2025-11-19 19:27:09,3,1,28.2,ec4013012820f277
2025-11-19 19:27:48,3,1,28.3,ec40130138200302
2025-11-19 19:28:26,3,1,28.5,ec4013015820235d
2025-11-19 19:29:06,3,1,28.6,ec401301682033c2
2025-11-19 19:29:45,3,1,28.7,ec401301782043b7
2025-11-19 19:30:24,3,1,28.8,ec401301882053f6
2025-11-19 19:31:03,3,1,28.9,ec40130198206383
2025-11-19 19:31:41,3,1,29.1,ec4013011920f2b9
2025-11-19 19:32:21,3,1,29.2,ec40130129200326
2025-11-19 19:33:00,3,1,29.3,ec40130139201353
2025-11-19 19:33:38,3,1,29.4,ec40130149202379
2025-11-19 19:34:18,3,1,29.5,ec4013015920330c
2025-11-19 19:34:57,3,1,29.6,ec40130169204393
2025-11-19 19:35:36,3,1,29.7,ec401301792053e6
2025-11-19 19:36:15,3,1,29.8,ec401301892063a7
2025-11-19 19:36:54,3,1,29.9,ec401301992073d2
2025-11-19 19:37:33,3,1,30.0,ec40130100306210
2025-11-19 19:38:12,3,1,30.1,ec40130110307265
2025-11-19 19:38:51,3,1,30.2,ec401301203082fa
2025-11-19 19:39:30,3,1,30.3,ec4013013030928f
2025-11-19 19:40:09,3,1,30.4,ec4013014030a2a5
2025-11-19 19:41:27,3,1,30.5,ec4013015030b2d0
2025-11-19 19:42:06,3,1,30.6,ec4013016030c24f
2025-11-19 19:42:45,3,1,30.7,ec4013017030d23a
2025-11-19 19:43:24,3,1,30.8,ec4013018030e27b
2025-11-19 19:44:03,3,1,30.9,ec4013019030f20e
2025-11-19 19:49:15,3,1,31.0,ec40130101307241
2025-11-19 19:49:54,3,1,31.2,ec401301213092ab
2025-11-19 19:50:33,3,1,31.4,ec4013014130b2f4
2025-11-19 19:51:12,3,1,31.6,ec4013016130d21e
2025-11-19 19:51:51,3,1,31.8,ec4013018130f22a
2025-11-19 19:52:30,3,1,31.9,ec4013019130035f
2025-11-19 19:53:09,3,1,32.1,ec401301123092c7
2025-11-19 19:53:48,3,1,32.2,ec4013012230a258
2025-11-19 19:54:27,3,1,32.3,ec4013013230b22d
2025-11-19 19:55:06,3,1,32.4,ec4013014230c207
2025-11-19 19:55:45,3,1,32.5,ec4013015230d272
2025-11-19 19:56:24,3,1,32.6,ec4013016230e2ed
2025-11-19 19:57:03,3,1,32.7,ec4013017230f298
2025-11-19 19:57:42,3,1,32.8,ec401301823003d9
2025-11-19 19:58:21,3,1,32.9,ec401301923013ac
2025-11-19 19:59:00,3,1,33.0,ec401301033092e3
2025-11-19 20:00:18,3,1,33.1,ec4013011330a296
2025-11-19 20:02:15,3,1,33.2,ec4013012330b209
2025-11-19 20:02:54,3,1,33.3,ec4013013330c27c
2025-11-19 20:04:51,3,1,33.4,ec4013014330d256
2025-11-19 20:12:39,3,1,34.1,ec4013011430b220
2025-11-19 20:13:57,3,1,40.1,ec40130110408210
2025-11-19 20:14:16,135,1,40.3,ec4017883040d359
2025-11-19 20:14:55,135,1,47.9,ec4017889740a46e
2025-11-19 20:15:34,135,1,54.5,ec40178854504444
2025-11-19 20:15:55,92,1,54.5,ec401c5854506444
2025-11-19 20:16:21,0,1,52.2,ec40100822500389
2025-11-19 20:17:00,0,1,49.6,ec4010086940a342
2025-11-19 20:17:15,96,1,48.9,ec40106898402452
2025-11-19 20:17:54,96,1,47.4,ec4010684740c3c5
2025-11-19 20:18:33,96,1,46.8,ec4010688640f34a
2025-11-19 20:19:13,96,1,46.2,ec401068264093cb
2025-11-19 20:19:51,96,1,45.6,ec4010686540c38d
2025-11-19 20:20:31,96,1,45.0,ec401068054063d2
2025-11-19 20:21:10,96,1,44.5,ec4010685440a343
2025-11-19 20:21:49,96,1,44.0,ec40106804405383
2025-11-19 20:22:28,96,1,43.5,ec401068534093f5
2025-11-19 20:23:06,96,1,43.0,ec40106803404335
2025-11-19 20:23:46,96,1,42.4,ec401068424073d1
2025-11-19 20:24:25,96,1,41.9,ec4010689140b389
2025-11-19 20:25:04,96,1,41.5,ec40106851407357
2025-11-19 20:25:43,96,1,41.0,ec40106801402397
2025-11-19 20:26:21,96,1,40.6,ec40106860407399
2025-11-19 20:27:40,96,1,39.8,ec40106889301403
2025-11-19 20:28:19,96,1,39.5,ec4010685930e3a8
2025-11-19 20:28:58,96,1,39.1,ec4010681930a31d
2025-11-19 20:29:37,96,1,38.8,ec40106888300452
2025-11-19 20:30:16,96,1,38.4,ec4010684830c38c
2025-11-19 20:30:55,96,1,38.1,ec4010681830934c
2025-11-19 20:31:34,96,1,37.8,ec4010688730f36e
2025-11-19 20:32:52,96,1,37.2,ec401068273093ef
2025-11-19 20:33:31,96,1,36.9,ec4010689630f34a
2025-11-19 20:34:10,96,1,36.6,ec4010686630c30b
2025-11-19 20:34:48,96,1,36.3,ec401068363093cb
2025-11-19 20:35:28,96,1,36.0,ec40106806306354
2025-11-19 20:36:07,96,1,35.7,ec4010687530c38d
2025-11-19 20:36:46,96,1,35.5,ec4010685530a367
2025-11-19 20:37:25,96,1,35.2,ec4010682530734d
2025-11-19 20:38:43,96,1,34.7,ec4010687430b3dc
2025-11-19 20:40:00,96,1,34.3,ec40106834307369
2025-11-19 20:40:40,96,1,34.0,ec401068043043f6
2025-11-19 20:41:19,96,1,33.8,ec4010688330b32b
2025-11-19 20:41:58,96,1,33.6,ec4010686330931f
2025-11-19 20:42:37,96,1,33.4,ec401068433073f5
2025-11-19 20:43:16,96,1,33.1,ec40106813304335
2025-11-19 20:43:55,96,1,32.9,ec4010689230b30f
2025-11-19 20:44:34,96,1,32.7,ec4010687230933b
2025-11-19 20:45:13,96,1,32.5,ec401068523073d1
2025-11-19 20:45:52,96,1,32.3,ec4010683230538e
2025-11-19 20:46:31,96,1,32.2,ec401068223043fb
2025-11-19 20:47:10,96,1,32.0,ec40106802302311
2025-11-19 20:47:49,96,1,31.8,ec401062813033f1
2025-11-19 20:48:28,96,1,31.6,ec401062613013c5
2025-11-19 20:49:07,96,1,31.4,ec4010624130f22f
2025-11-19 20:49:46,96,1,31.3,ec4010623130e205
2025-11-19 20:50:25,96,1,31.1,ec4010621130c2ef
2025-11-19 20:51:04,96,1,30.9,ec401062903033d5
2025-11-19 20:51:43,96,1,30.8,ec401062803023a0
2025-11-19 20:53:01,96,1,30.5,ec4010625030f20b
2025-11-19 20:53:40,96,1,30.3,ec4010623030d254
2025-11-19 20:54:19,96,1,30.2,ec4010622030c221
2025-11-19 20:54:58,96,1,30.0,ec4010620030a2cb
2025-11-19 20:55:37,96,1,29.9,ec4010629920b309
2025-11-19 20:56:16,96,1,29.7,ec4010627920933d
2025-11-19 20:56:55,96,1,29.6,ec40106269208348
2025-11-19 20:57:34,96,1,29.4,ec401062492063a2
2025-11-19 20:58:52,96,1,29.2,ec401062292043fd
2025-11-19 20:59:31,96,1,29.0,ec40106209202317
2025-11-19 21:00:10,96,1,28.9,ec4010629820a358
2025-11-19 21:00:49,96,1,28.8,ec4010628820932d
2025-11-19 21:01:28,96,1,28.7,ec4010627820836c
2025-11-19 21:02:07,96,1,28.5,ec40106258206386
2025-11-19 21:02:46,96,1,28.4,ec401062482053f3
2025-11-19 21:03:25,96,1,28.3,ec401062382043d9
2025-11-19 21:04:04,96,1,28.2,ec401062282033ac
2025-11-19 21:04:43,96,1,28.1,ec40106218202333
2025-11-19 21:05:22,96,1,28.0,ec40106208201346
2025-11-19 21:06:01,96,1,27.9,ec40106297209364
2025-11-19 21:06:40,96,1,27.8,ec40106287208311
2025-11-19 21:07:19,96,1,27.6,ec40106267206325
2025-11-19 21:07:58,96,1,27.5,ec401062572053ba
2025-11-19 21:09:16,96,1,27.3,ec401062372033e5
2025-11-19 21:09:55,96,1,27.2,ec40106227202390
2025-11-19 21:10:34,96,1,27.1,ec4010621720130f
2025-11-19 21:11:13,96,1,27.0,ec4010620720037a
2025-11-19 21:11:53,96,1,26.9,ec40106296208335
2025-11-19 21:12:31,96,1,26.8,ec40106286207340
2025-11-19 21:13:49,96,1,26.7,ec40106276206301
2025-11-19 21:14:28,96,1,26.6,ec40106266205374
2025-11-20 07:17:33,251,1,21.0,ec401bf8012044e5
2025-11-20 07:18:12,79,1,20.9,ec401f48902054aa
2025-11-20 07:18:32,247,1,20.9,ec4017f8902084aa
2025-11-20 07:19:50,247,1,20.8,ec4017f8802074df
2025-11-20 07:20:29,247,1,20.7,ec4017f87020649e
2025-11-20 07:21:08,247,1,20.5,ec4017f850204474
2025-11-20 07:21:47,247,1,20.4,ec4017f840203401
2025-11-20 07:23:05,247,1,20.3,ec4017f83020242b
2025-11-20 07:25:02,247,1,20.2,ec4017f82020145e
2025-11-20 07:27:38,247,1,20.1,ec4017f8102004c1
2025-11-20 07:28:56,247,1,20.0,ec4017f80020f3b4
2025-11-20 07:30:14,247,1,19.9,ec4017f899100578
2025-11-20 07:31:32,247,1,19.8,ec4017f88910f40d
2025-11-20 07:32:11,247,1,19.7,ec4017f87910e44c
2025-11-20 07:32:51,247,1,19.6,ec4017f86910d439
2025-11-20 07:34:08,247,1,19.5,ec4017f85910c4a6
2025-11-20 07:34:47,247,1,19.3,ec4017f83910a4f9
2025-11-20 07:35:26,247,1,19.2,ec4017f82910948c
2025-11-20 07:36:06,247,1,19.1,ec4017f819108413
2025-11-20 07:36:44,247,1,18.9,ec4017f89810f429
2025-11-20 07:37:23,247,1,18.8,ec4017f88810e45c
2025-11-20 07:38:02,247,1,18.6,ec4017f86810c468
2025-11-20 07:38:41,247,1,18.4,ec4017f84810a482
2025-11-20 07:39:21,247,1,18.3,ec4017f8381094a8
2025-11-20 07:39:59,247,1,18.1,ec4017f818107442
2025-11-20 07:40:38,247,1,17.9,ec4017f89710e415
2025-11-20 07:41:17,247,1,17.7,ec4017f87710c421
2025-11-20 07:41:56,247,1,17.5,ec4017f85710a4cb
2025-11-20 07:42:36,247,1,17.2,ec4017f8271074e1
2025-11-20 07:43:53,247,1,16.8,ec4017f88610c431
2025-11-20 07:44:33,247,1,16.5,ec4017f85610949a
2025-11-20 07:45:11,247,1,16.3,ec4017f8361074c5
2025-11-20 07:45:51,247,1,16.0,ec4017f80610445a
2025-11-20 07:46:29,247,1,15.8,ec4017f88510b4c2
2025-11-20 07:47:08,247,1,15.5,ec4017f855108469
2025-11-20 07:47:48,247,1,15.3,ec4017f835106436
2025-11-20 07:48:26,247,1,15.0,ec4017f8051034a9
2025-11-20 07:49:44,247,1,14.5,ec4017f254101440
2025-11-20 07:50:23,247,1,14.2,ec4017f22410e36a
2025-11-20 07:51:03,247,1,13.9,ec4017f293104428
2025-11-20 07:51:41,247,1,13.6,ec4017f263101469
2025-11-20 07:52:21,247,1,13.4,ec4017f24310f383
2025-11-20 07:53:00,247,1,13.1,ec4017f21310c343
2025-11-20 07:53:38,247,1,12.8,ec4017f28210240c
2025-11-20 07:54:18,247,1,12.5,ec4017f25210f3a7
2025-11-20 07:54:56,247,1,12.2,ec4017f22210c38d
2025-11-20 07:56:15,247,1,11.7,ec4017f2711004be
2025-11-20 07:56:54,247,1,11.4,ec4017f24110d321
2025-11-20 07:57:33,247,1,11.1,ec4017f21110a3e1
2025-11-20 07:58:11,247,1,10.8,ec4017f2801004ae
2025-11-20 07:58:51,247,1,10.5,ec4017f25010d305
2025-11-20 07:59:30,247,1,10.2,ec4017f22010a32f
2025-11-20 08:00:09,247,1,10.0,ec4017f2001083c5
2025-11-20 08:00:48,247,1,9.7,ec4017f279007433
2025-11-20 08:02:06,247,1,9.1,ec4017f21900146c
2025-11-20 08:02:45,247,1,8.9,ec4017f298008456
2025-11-20 08:03:24,247,1,8.6,ec4017f268005417
2025-11-20 08:04:03,247,1,8.4,ec4017f2480034fd
2025-11-20 08:04:42,247,1,8.1,ec4017f21800043d
2025-11-20 08:05:21,247,1,7.8,ec4017f28700641f
2025-11-20 08:06:00,247,1,7.6,ec4017f26700442b
2025-11-20 08:06:39,247,1,7.3,ec4017f2370014eb
2025-11-20 08:07:18,247,1,7.1,ec4017f21700f301
2025-11-20 08:08:36,247,1,6.6,ec4017f26600347a
2025-11-20 08:09:15,247,1,6.3,ec4017f2360004ba
2025-11-20 08:09:54,247,1,6.1,ec4017f21600e350
2025-11-20 08:10:33,247,1,5.8,ec4017f2850044bd
2025-11-20 08:11:12,247,1,5.6,ec4017f265002489
2025-11-20 08:11:51,247,1,5.4,ec4017f245000463
2025-11-20 08:12:30,247,1,5.1,ec4017f21500d3a3
2025-11-20 08:13:09,247,1,4.9,ec4017f294004499
2025-11-20 08:14:27,247,1,4.4,ec4017f24400f332
2025-11-20 08:15:06,247,1,4.2,ec4017f22400d36d
2025-11-20 08:15:45,247,1,4.0,ec4017f20400b387
2025-11-20 08:16:24,247,1,3.8,ec4017f28300245a
2025-11-20 08:17:03,247,1,3.5,ec4017f25300f3f1
2025-11-20 08:17:42,247,1,3.3,ec4017f23300d3ae
2025-11-20 08:18:21,247,1,3.1,ec4017f21300b344
2025-11-20 08:19:00,247,1,2.9,ec4017f29200247e
2025-11-20 08:19:39,247,1,2.7,ec4017f27200044a
2025-11-20 08:20:57,247,1,2.2,ec4017f22200b38a
2025-11-20 08:21:36,247,1,2.0,ec4017f202009360
2025-11-20 08:22:15,247,1,1.8,ec4017f2810004f8
2025-11-20 08:22:54,247,1,1.6,ec4017f26100e3cc
2025-11-20 08:23:33,247,1,1.4,ec4017f24100c326
2025-11-20 08:24:12,247,1,1.2,ec4017f22100a379
2025-11-20 08:24:51,247,1,1.0,ec4017f201008393
2025-11-20 08:25:30,247,1,0.8,ec4017f28000f3a9
2025-11-20 08:26:09,247,1,0.6,ec4017f26000d39d
2025-11-20 08:26:48,247,1,0.4,ec4017f24000b377
2025-11-20 08:27:27,247,1,0.2,ec4017f220009328
2025-11-20 08:28:06,247,1,0.1,ec4017f2100083b7
2025-11-20 08:28:45,247,1,-0.0,ec4017f20008f341
2025-11-20 08:29:24,247,1,-0.2,ec4017f2200814ab
2025-11-20 08:30:03,247,1,-0.4,ec4017f2400834f4
2025-11-20 08:30:42,247,1,-0.6,ec4017f26008541e
2025-11-20 08:31:21,247,1,-0.8,ec4017f28008742a
2025-11-20 08:32:00,247,1,-1.0,ec4017f201080410
2025-11-20 08:33:18,247,1,-1.3,ec4017f23108348f
2025-11-20 08:33:57,247,1,-1.5,ec4017f2510854d0
2025-11-20 08:34:36,247,1,-1.7,ec4017f27108743a
2025-11-20 08:35:15,247,1,-1.9,ec4017f29108940e
2025-11-20 08:35:54,247,1,-2.1,ec4017f212082496
2025-11-20 08:37:12,247,1,-2.4,ec4017f242085456
2025-11-20 08:37:51,247,1,-2.6,ec4017f2620874bc
2025-11-20 08:38:30,247,1,-2.7,ec4017f2720884c9
2025-11-20 08:39:09,247,1,-2.9,ec4017f29208a4fd
2025-11-20 08:39:48,247,1,-3.1,ec4017f2130834c7
2025-11-20 08:40:28,247,1,-3.3,ec4017f23308542d
2025-11-20 08:41:06,247,1,-3.5,ec4017f253087472
2025-11-20 08:41:45,247,1,-3.7,ec4017f273089498
2025-11-20 08:42:24,247,1,-3.8,ec4017f28308a4d9
2025-11-20 08:43:03,247,1,-4.0,ec4017f204083404
2025-11-20 08:44:21,247,1,-4.3,ec4017f23408649b
2025-11-20 08:45:00,247,1,-4.5,ec4017f2540884c4
2025-11-20 08:45:39,247,1,-4.6,ec4017f26408945b
2025-11-20 08:46:18,247,1,-4.8,ec4017f28408b46f
2025-11-20 08:46:58,247,1,-5.0,ec4017f205084455
2025-11-20 08:47:36,247,1,-5.1,ec4017f215085420
2025-11-20 08:48:16,247,1,-5.3,ec4017f2350874ca
2025-11-20 08:48:54,247,1,-5.4,ec4017f2450884e0
2025-11-20 08:49:33,247,1,-5.6,ec4017f26508a40a
2025-11-20 08:50:13,247,1,-5.8,ec4017f28508c43e
2025-11-20 08:50:51,247,1,-5.9,ec4017f29508d44b
2025-11-20 08:51:31,247,1,-6.0,ec4017f2060854a6
2025-11-20 08:52:10,247,1,-6.2,ec4017f22608744c
2025-11-20 08:52:48,247,1,-6.4,ec4017f246089413
2025-11-20 08:53:28,247,1,-6.5,ec4017f25608a466
2025-11-20 08:54:06,247,1,-6.6,ec4017f26608b4f9
2025-11-20 08:54:46,247,1,-6.8,ec4017f28608d4cd
2025-11-20 08:55:25,247,1,-6.9,ec4017f29608e4b8
2025-11-20 08:56:03,247,1,-7.1,ec4017f217087482
2025-11-20 08:56:43,247,1,-7.2,ec4017f22708841d
2025-11-20 08:57:21,247,1,-7.4,ec4017f24708a442
2025-11-20 08:58:01,247,1,-7.5,ec4017f25708b437
2025-11-20 08:58:40,247,1,-7.6,ec4017f26708c4a8
2025-11-20 08:59:18,247,1,-7.8,ec4017f28708e49c
2025-11-20 08:59:58,247,1,-7.9,ec4017f29708f4e9
2025-11-20 09:00:37,247,1,-8.0,ec4017f2080874cb
2025-11-20 09:01:16,247,1,-8.1,ec4017f2180884be
2025-11-20 09:01:55,247,1,-8.3,ec4017f23808a454
2025-11-20 09:02:33,247,1,-8.4,ec4017f24808b47e
2025-11-20 09:03:13,247,1,-8.5,ec4017f25808c40b
2025-11-20 09:03:52,247,1,-8.6,ec4017f26808d494
2025-11-20 09:04:31,247,1,-8.7,ec4017f27808e4e1
2025-11-20 09:05:10,247,1,-8.8,ec4017f28808f4a0
2025-11-20 09:05:48,247,1,-9.0,ec4017f20908849a
2025-11-20 09:07:07,247,1,-9.1,ec4017f2190894ef
2025-11-20 09:07:46,247,1,-9.3,ec4017f23908b405
2025-11-20 09:08:25,247,1,-9.4,ec4017f24908c42f
2025-11-20 09:09:43,247,1,-9.6,ec4017f26908e4c5
2025-11-20 09:10:22,247,1,-9.7,ec4017f27908f4b0
2025-11-20 09:11:40,247,1,-9.9,ec4017f299081584
2025-11-20 09:12:58,247,1,-10.1,ec4017f210181433
2025-11-20 09:14:16,247,1,-10.3,ec4017f2301834d9
2025-11-20 09:15:34,247,1,-10.5,ec4017f250185486
2025-11-20 09:16:52,247,1,-10.7,ec4017f27018746c
2025-11-20 09:18:10,247,1,-10.8,ec4017f28018842d
2025-11-20 09:18:49,247,1,-10.9,ec4017f290189458
2025-11-20 09:19:28,247,1,-11.0,ec4017f201181417
2025-11-20 09:20:07,247,1,-11.1,ec4017f211182462
2025-11-20 09:20:46,247,1,-11.2,ec4017f2211834fd
2025-11-20 09:22:04,247,1,-11.4,ec4017f2411854a2
2025-11-20 09:22:43,247,1,-11.5,ec4017f2511864d7
2025-11-20 09:24:01,247,1,-11.7,ec4017f27118843d
2025-11-20 09:25:19,247,1,-11.8,ec4017f28118947c
2025-11-20 09:25:58,247,1,-11.9,ec4017f29118a409
2025-11-20 09:26:37,247,1,-12.0,ec4017f2021824e4
2025-11-20 09:27:16,247,1,-12.1,ec4017f212183491
2025-11-20 09:27:55,247,1,-12.2,ec4017f22218440e
2025-11-20 09:28:34,247,1,-12.3,ec4017f23218547b
2025-11-20 09:29:13,247,1,-12.4,ec4017f242186451
2025-11-20 09:29:52,247,1,-12.5,ec4017f252187424
2025-11-20 09:31:10,247,1,-12.6,ec4017f2621884bb
2025-11-20 09:31:49,247,1,-12.8,ec4017f28218a48f
2025-11-20 09:33:07,247,1,-12.9,ec4017f29218b4fa
2025-11-20 09:33:46,247,1,-13.0,ec4017f2031834b5
2025-11-20 09:35:04,247,1,-13.1,ec4017f2131844c0
2025-11-20 09:35:43,247,1,-13.2,ec4017f22318545f
2025-11-20 09:37:01,247,1,-13.4,ec4017f243187400
2025-11-20 09:37:40,247,1,-13.5,ec4017f253188475
2025-11-20 09:38:58,247,1,-13.6,ec4017f2631894ea
2025-11-20 09:39:38,247,1,-13.7,ec4017f27318a49f
2025-11-20 09:40:55,247,1,-13.8,ec4017f28318b4de
2025-11-20 09:42:13,247,1,-13.9,ec4017f29318c4ab
2025-11-20 09:42:53,247,1,-14.0,ec4017f204184403
2025-11-20 09:44:10,247,1,-14.1,ec4017f214185476
2025-11-20 09:44:49,247,1,-14.2,ec4017f2241864e9
2025-11-20 09:45:28,247,1,-14.3,ec4017f23418749c
2025-11-20 09:47:26,247,1,-14.4,ec4017f2441884b6
2025-11-20 09:48:05,247,1,-14.5,ec4017f2541894c3
2025-11-20 09:49:23,247,1,-14.6,ec4017f26418a45c
2025-11-20 09:51:20,247,1,-14.7,ec4017f27418b429
2025-11-20 09:51:58,247,1,-14.8,ec4017f28418c468
2025-11-20 09:53:16,247,1,-14.9,ec4017f29418d41d
2025-11-20 09:53:56,247,1,-15.0,ec4017f205185452
2025-11-20 09:56:31,247,1,-15.1,ec4017f215186427
2025-11-20 09:57:11,247,1,-15.2,ec4017f2251874b8
2025-11-20 09:58:28,247,1,-15.3,ec4017f2351884cd
2025-11-20 10:00:26,247,1,-15.4,ec4017f2451894e7
2025-11-20 10:01:43,247,1,-15.5,ec4017f25518a492
2025-11-20 10:02:23,247,1,-15.6,ec4017f26518b40d
2025-11-20 10:04:20,247,1,-15.7,ec4017f27518c478
2025-11-20 10:05:38,247,1,-15.8,ec4017f28518d439
2025-11-20 10:06:56,247,1,-15.9,ec4017f29518e44c
2025-11-20 10:08:14,247,1,-16.0,ec4017f2061864a1
2025-11-20 10:18:38,247,1,-14.6,ec4017f064188431
2025-11-20 10:19:17,247,1,-14.3,ec4017f0341854f1
2025-11-20 10:19:56,247,1,-14.1,ec4017f01418341b
2025-11-20 10:20:35,247,1,-13.9,ec4017f09318a4c6
2025-11-20 10:21:14,247,1,-13.6,ec4017f063187487
2025-11-20 10:21:53,247,1,-13.5,ec4017f053186418
2025-11-20 10:22:32,247,1,-13.2,ec4017f023183432
2025-11-20 10:23:11,247,1,-12.9,ec4017f092189497
2025-11-20 10:23:50,247,1,-12.7,ec4017f0721874a3
2025-11-20 10:24:29,247,1,-12.5,ec4017f052185449
2025-11-20 10:25:08,247,1,-12.2,ec4017f022182463
2025-11-20 10:25:47,247,1,-11.9,ec4017f091188464
2025-11-20 10:26:26,247,1,-11.6,ec4017f061185425
2025-11-20 10:27:05,247,1,-11.4,ec4017f0411834cf
2025-11-20 10:27:44,247,1,-11.1,ec4017f01118040f
2025-11-20 10:28:23,247,1,-10.8,ec4017f080186440
2025-11-20 10:29:02,247,1,-10.5,ec4017f0501834eb
2025-11-20 10:29:41,247,1,-10.2,ec4017f0201804c1
2025-11-20 10:30:20,247,1,-10.0,ec4017f00018e32b
2025-11-20 10:30:59,247,1,-9.7,ec4017f07908d4dd
2025-11-20 10:31:38,247,1,-9.4,ec4017f04908a442
2025-11-20 10:32:17,247,1,-9.2,ec4017f02908841d
2025-11-20 10:32:56,247,1,-8.9,ec4017f09808e4b8
2025-11-20 10:33:35,247,1,-8.6,ec4017f06808b4f9
2025-11-20 10:34:15,247,1,-8.3,ec4017f038088439
2025-11-20 10:34:53,247,1,-8.0,ec4017f0080854a6
2025-11-20 10:35:32,247,1,-7.8,ec4017f08708c4f1
