
2025-12-03 17:51:04,555555559995a5a6aa6aa6a9a9966a9aaaa55a5999,ec4014886120c3ba,21.8,1,132,1,0xE,0x40,0xC3B
2025-12-03 17:51:44,555555559995a5a6aa6aa6a9a9666a9aaa595a9a66,ec4014885120b325,21.5,1,132,1,0xE,0x40,0xB32
2025-12-03 17:52:22,555555559995a5a6aa6aa6a9a95a6a9aaa695a5699,ec4014883120937a,21.5,1,132,1,0xE,0x40,0x937
2025-12-03 17:53:02,555555559995a5a6aa6aa6a9a96a6a9aaa565a69aa,ec40148811207390,21.3,1,132,1,0xE,0x40,0x739
2025-12-03 17:53:41,555555559995a5a6aa6aa6a9a9aa6a9aaa965a9566,ec401488012063e5,21.1,1,132,1,0xE,0x40,0x63E
2025-12-03 17:54:19,555555559995a5a6aa6aa6a9a969aa9aaa955a9999,ec4014889020e3aa,21.0,1,132,1,0xE,0x40,0xE3A
2025-12-03 17:54:59,555555559995a5a6aa6aa6a9a9a9aa9aaa655a6555,ec4014888020d3df,20.9,1,132,1,0xE,0x40,0xD3D
2025-12-03 17:55:37,555555559995a5a6aa6aa6a9a956aa9aaaa55a6995,ec4014887020c39e,20.8,1,132,1,0xE,0x40,0xC39
2025-12-03 17:56:17,555555559995a5a6aa6aa6a9a996aa9aaa595a9559,ec4014886020b3eb,20.7,1,132,1,0xE,0x40,0xB3E
2025-12-03 17:56:56,555555559995a5a6aa6aa6a9a966aa9aaa995a56a6,ec4014885020a374,20.6,1,132,1,0xE,0x40,0xA37
2025-12-03 17:57:34,555555559995a5a6aa6aa6a9a9a6aa9aaa695aaa6a,ec40148840209301,20.5,1,132,1,0xE,0x40,0x930
2025-12-03 17:58:14,555555559995a5a6aa6aa6a9a95aaa9aaaa95a9a59,ec4014883020832b,20.4,1,132,1,0xE,0x40,0x832
2025-12-03 17:59:32,555555559995a5a6aa6aa6a9a99aaa9aaa565a6695,ec4014882020735e,20.3,1,132,1,0xE,0x40,0x735
2025-12-03 18:00:45,555555559995a5a6aa6a5669a9a6aa9aaa655aaa6a,ec4017984020d301,20.3,1,132,1,0xE,0x40,0xD30
