timestamp,raw168_hex,payload64_hex,temperature_C,channel,house,b3_low,b7,R12,source_file
2025-11-19 17:09:58,555555559995a5a6aa6a5aaa9a56a66aaaaa5a9999,ec401302741003aa,14.7,1,3,0x2,0xAA,0x2AA,ec40_capturas.csv
2025-11-19 17:10:37,555555559995a5a6aa6a5aaa9a56a66aaaaa5a9999,ec401302741003aa,14.7,1,3,0x2,0xAA,0x2AA,ec40_capturas_merged.csv
2025-11-19 17:10:37,555555559995a5a6aa6a5aaa9a56a66aaaaa5a9999,ec401302741003aa,14.7,1,3,0x2,0xAA,0x2AA,ec40_capturas.csv
2025-11-19 17:11:16,555555559995a5a6aa6a5aaa9a56a66aaaaa5a9999,ec401302741003aa,14.7,1,3,0x2,0xAA,0x2AA,ec40_capturas_merged.csv
2025-11-19 17:11:16,555555559995a5a6aa6a5aaa9a56a66aaaaa5a9999,ec401302741003aa,14.7,1,3,0x2,0xAA,0x2AA,ec40_capturas.csv
2025-11-19 17:11:54,555555559995a5a6aa6a5aaa9a56a66aaaaa5a9999,ec401302741003aa,14.7,1,3,0x2,0xAA,0x2AA,ec40_capturas.csv
2025-11-19 17:11:54,555555559995a5a6aa6a5aaa9a56a66aaaaa5a9999,ec401302741003aa,14.7,1,3,0x2,0xAA,0x2AA,ec40_capturas_merged.csv
2025-11-19 17:13:13,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:13:13,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:13:52,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:13:52,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:14:31,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:14:31,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:15:09,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:15:09,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:15:49,1555555566656969aa9a96aaa6a5a99aaa95669955,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:15:49,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:15:49,1555555566656969aa9a96aaa6a5a99aaa95669955,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:15:49,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:16:28,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:16:28,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:17:07,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:17:07,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:17:46,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas.csv
2025-11-19 17:17:46,555555559995a5a6aa6a5aaa9a96a66aaa559a6555,ec4013026410f2df,14.6,1,3,0x2,0xDF,0x2DF,ec40_capturas_merged.csv
2025-11-19 17:18:25,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas.csv
2025-11-19 17:18:25,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas_merged.csv
2025-11-19 17:19:04,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas.csv
2025-11-19 17:19:04,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas_merged.csv
2025-11-19 17:19:43,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas_merged.csv
2025-11-19 17:19:43,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas.csv
2025-11-19 17:20:22,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas_merged.csv
2025-11-19 17:20:22,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas.csv
2025-11-19 17:21:40,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas_merged.csv
2025-11-19 17:21:40,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas.csv
2025-11-19 17:22:19,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas.csv
2025-11-19 17:22:19,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas_merged.csv
2025-11-19 17:22:58,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas_merged.csv
2025-11-19 17:22:58,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas.csv
2025-11-19 17:23:37,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas_merged.csv
2025-11-19 17:23:37,555555559995a5a6aa6a5aaa9a66a66aaa959aa6aa,ec4013025410e240,14.5,1,3,0x2,0x40,0x240,ec40_capturas.csv
2025-11-19 17:24:16,555555559995a5a6aa6a5aaa9aa6a66aaa659a5a66,ec4013024410d235,14.4,1,3,0x2,0x35,0x235,ec40_capturas_merged.csv
2025-11-19 17:24:16,555555559995a5a6aa6a5aaa9aa6a66aaa659a5a66,ec4013024410d235,14.4,1,3,0x2,0x35,0x235,ec40_capturas.csv
2025-11-19 17:24:55,555555559995a5a6aa6a5aaa9aa6a66aaa659a5a66,ec4013024410d235,14.4,1,3,0x2,0x35,0x235,ec40_capturas.csv
2025-11-19 17:24:55,555555559995a5a6aa6a5aaa9aa6a66aaa659a5a66,ec4013024410d235,14.4,1,3,0x2,0x35,0x235,ec40_capturas_merged.csv
2025-11-19 17:25:34,555555559995a5a6aa6a5aaa9aa6a66aaa659a5a66,ec4013024410d235,14.4,1,3,0x2,0x35,0x235,ec40_capturas.csv
2025-11-19 17:25:34,555555559995a5a6aa6a5aaa9aa6a66aaa659a5a66,ec4013024410d235,14.4,1,3,0x2,0x35,0x235,ec40_capturas_merged.csv
2025-11-19 17:26:13,555555559995a5a6aa6a5aaa9aa6a66aaa659a5a66,ec4013024410d235,14.4,1,3,0x2,0x35,0x235,ec40_capturas_merged.csv
2025-11-19 17:26:13,555555559995a5a6aa6a5aaa9aa6a66aaa659a5a66,ec4013024410d235,14.4,1,3,0x2,0x35,0x235,ec40_capturas.csv
2025-11-19 17:26:52,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas.csv
2025-11-19 17:26:52,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas_merged.csv
2025-11-19 17:27:31,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas.csv
2025-11-19 17:27:31,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas_merged.csv
2025-11-19 17:28:10,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas.csv
2025-11-19 17:28:10,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas_merged.csv
2025-11-19 17:28:49,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas_merged.csv
2025-11-19 17:28:49,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas.csv
2025-11-19 17:29:28,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas.csv
2025-11-19 17:29:28,555555559995a5a6aa6a5aaa9a5aa66aaaa59a6a55,ec4013023410c21f,14.3,1,3,0x2,0x1F,0x21F,ec40_capturas_merged.csv
2025-11-19 17:30:07,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas.csv
2025-11-19 17:30:07,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas_merged.csv
2025-11-19 17:30:46,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas.csv
2025-11-19 17:30:46,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas_merged.csv
2025-11-19 17:31:25,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas.csv
2025-11-19 17:31:25,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas_merged.csv
2025-11-19 17:32:04,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas_merged.csv
2025-11-19 17:32:04,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas.csv
2025-11-19 17:32:43,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas_merged.csv
2025-11-19 17:32:43,555555559995a5a6aa6a5aaa9a9aa66aaa599a9699,ec4013022410b26a,14.2,1,3,0x2,0x6A,0x26A,ec40_capturas.csv
2025-11-19 17:33:22,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:33:22,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:34:01,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:34:01,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:34:40,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:34:40,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:35:19,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:35:19,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:35:58,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:35:58,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:36:37,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:36:37,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:37:16,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:37:16,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:37:55,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:37:55,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:38:34,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:38:34,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:39:13,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:39:13,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:39:52,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:39:52,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:40:31,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:40:31,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:41:10,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:41:10,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:41:49,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas.csv
2025-11-19 17:41:49,555555559995a5a6aa6a5aaa9a6aa66aaa999a5566,ec4013021410a2f5,14.1,1,3,0x2,0xF5,0x2F5,ec40_capturas_merged.csv
2025-11-19 17:42:28,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas.csv
2025-11-19 17:42:28,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas_merged.csv
2025-11-19 17:43:07,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas.csv
2025-11-19 17:43:07,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas_merged.csv
2025-11-19 17:43:46,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas_merged.csv
2025-11-19 17:43:46,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas.csv
2025-11-19 17:44:25,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas.csv
2025-11-19 17:44:25,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas_merged.csv
2025-11-19 17:45:04,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas.csv
2025-11-19 17:45:04,555555559995a5a6aa6a5aaa9aaaa66aaa699aa9aa,ec40130204109280,14.0,1,3,0x2,0x80,0x280,ec40_capturas_merged.csv
2025-11-19 17:45:43,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas.csv
2025-11-19 17:45:43,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas_merged.csv
2025-11-19 17:46:22,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas.csv
2025-11-19 17:46:22,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas_merged.csv
2025-11-19 17:47:01,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas_merged.csv
2025-11-19 17:47:01,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas.csv
2025-11-19 17:47:40,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas.csv
2025-11-19 17:47:40,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas_merged.csv
2025-11-19 17:48:19,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas_merged.csv
2025-11-19 17:48:19,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas.csv
2025-11-19 17:48:58,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas.csv
2025-11-19 17:48:58,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas_merged.csv
2025-11-19 17:49:37,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas_merged.csv
2025-11-19 17:49:37,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas.csv
2025-11-19 17:50:16,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas_merged.csv
2025-11-19 17:50:16,555555559995a5a6aa6a5aaa9a695a6aaa6a5a9aa9,ec40130293101328,13.9,1,3,0x2,0x28,0x228,ec40_capturas.csv
2025-11-19 17:50:55,555555559995a5a6aa6a5aaa9aa95a6aaaaa5a6665,ec4013028310035d,13.8,1,3,0x2,0x5D,0x25D,ec40_capturas_merged.csv
2025-11-19 17:50:55,555555559995a5a6aa6a5aaa9aa95a6aaaaa5a6665,ec4013028310035d,13.8,1,3,0x2,0x5D,0x25D,ec40_capturas.csv
2025-11-19 17:51:34,555555559995a5a6aa6a5aaa9aa95a6aaaaa5a6665,ec4013028310035d,13.8,1,3,0x2,0x5D,0x25D,ec40_capturas.csv
2025-11-19 17:51:34,555555559995a5a6aa6a5aaa9aa95a6aaaaa5a6665,ec4013028310035d,13.8,1,3,0x2,0x5D,0x25D,ec40_capturas_merged.csv
2025-11-19 17:52:13,555555559995a5a6aa6a5aaa9aa95a6aaaaa5a6665,ec4013028310035d,13.8,1,3,0x2,0x5D,0x25D,ec40_capturas.csv
2025-11-19 17:52:13,555555559995a5a6aa6a5aaa9aa95a6aaaaa5a6665,ec4013028310035d,13.8,1,3,0x2,0x5D,0x25D,ec40_capturas_merged.csv
2025-11-19 17:52:52,555555559995a5a6aa6a5aaa9aa95a6aaaaa5a6665,ec4013028310035d,13.8,1,3,0x2,0x5D,0x25D,ec40_capturas.csv
2025-11-19 17:52:52,555555559995a5a6aa6a5aaa9aa95a6aaaaa5a6665,ec4013028310035d,13.8,1,3,0x2,0x5D,0x25D,ec40_capturas_merged.csv
2025-11-19 17:53:31,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas.csv
2025-11-19 17:53:31,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas_merged.csv
2025-11-19 17:54:10,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas.csv
2025-11-19 17:54:10,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas_merged.csv
2025-11-19 17:54:49,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas.csv
2025-11-19 17:54:49,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas_merged.csv
2025-11-19 17:55:28,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas_merged.csv
2025-11-19 17:55:28,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas.csv
2025-11-19 17:56:07,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas_merged.csv
2025-11-19 17:56:07,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas.csv
2025-11-19 17:56:46,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas_merged.csv
2025-11-19 17:56:46,555555559995a5a6aa6a5aaa9a565a6aaa559a6aa5,ec4013027310f21c,13.7,1,3,0x2,0x1C,0x21C,ec40_capturas.csv
