Timestamp,House,Channel,Temp_C,Nib7,Captured,Generated,Match,Diffs
2025-11-19 17:03:27,3,1,14.9,0x2,ec4013029410239,ec4013029410239,OK,-
2025-11-19 17:03:27,3,1,14.9,0x2,ec4013029410239,ec4013029410239,OK,-
2025-11-19 17:04:07,3,1,14.9,0x2,ec4013029410239,ec4013029410239,OK,-
2025-11-19 17:04:07,3,1,14.9,0x2,ec4013029410239,ec4013029410239,OK,-
2025-11-19 17:06:42,3,1,14.8,0x2,ec401302841013e,ec401302841013e,OK,-
2025-11-19 17:06:42,3,1,14.8,0x2,ec401302841013e,ec401302841013e,OK,-
2025-11-19 17:07:22,3,1,14.8,0x2,ec401302841013e,ec401302841013e,OK,-
2025-11-19 17:07:22,3,1,14.8,0x2,ec401302841013e,ec401302841013e,OK,-
2025-11-19 17:08:01,3,1,14.8,0x2,ec401302841013e,ec401302841013e,OK,-
2025-11-19 17:08:01,3,1,14.8,0x2,ec401302841013e,ec401302841013e,OK,-
2025-11-19 17:08:39,3,1,14.8,0x2,ec401302841013e,ec401302841013e,OK,-
2025-11-19 17:08:39,3,1,14.8,0x2,ec401302841013e,ec401302841013e,OK,-
2025-11-19 17:09:19,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:09:19,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:09:58,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:09:58,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:10:37,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:10:37,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:11:16,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:11:16,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:11:54,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:11:54,3,1,14.7,0x2,ec401302741003a,ec401302741003a,OK,-
2025-11-19 17:13:13,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:13:13,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:13:52,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:13:52,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:14:31,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:14:31,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:15:09,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:15:09,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:15:49,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:15:49,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:15:49,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:15:49,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:16:28,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:16:28,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:17:07,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:17:07,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:17:46,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:17:46,3,1,14.6,0x2,ec4013026410f2d,ec4013026410f2d,OK,-
2025-11-19 17:18:25,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:18:25,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:19:04,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:19:04,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:19:43,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:19:43,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:20:22,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:20:22,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:21:40,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:21:40,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:22:19,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:22:19,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:22:58,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:22:58,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:23:37,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:23:37,3,1,14.5,0x2,ec4013025410e24,ec4013025410e24,OK,-
2025-11-19 17:24:16,3,1,14.4,0x2,ec4013024410d23,ec4013024410d23,OK,-
2025-11-19 17:24:16,3,1,14.4,0x2,ec4013024410d23,ec4013024410d23,OK,-
2025-11-19 17:24:55,3,1,14.4,0x2,ec4013024410d23,ec4013024410d23,OK,-
2025-11-19 17:24:55,3,1,14.4,0x2,ec4013024410d23,ec4013024410d23,OK,-
2025-11-19 17:25:34,3,1,14.4,0x2,ec4013024410d23,ec4013024410d23,OK,-
2025-11-19 17:25:34,3,1,14.4,0x2,ec4013024410d23,ec4013024410d23,OK,-
2025-11-19 17:26:13,3,1,14.4,0x2,ec4013024410d23,ec4013024410d23,OK,-
2025-11-19 17:26:13,3,1,14.4,0x2,ec4013024410d23,ec4013024410d23,OK,-
2025-11-19 17:26:52,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:26:52,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:27:31,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:27:31,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:28:10,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:28:10,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:28:49,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:28:49,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:29:28,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:29:28,3,1,14.3,0x2,ec4013023410c21,ec4013023410c21,OK,-
2025-11-19 17:30:07,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:30:07,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:30:46,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:30:46,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:31:25,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:31:25,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:32:04,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:32:04,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:32:43,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:32:43,3,1,14.2,0x2,ec4013022410b26,ec4013022410b26,OK,-
2025-11-19 17:33:22,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:33:22,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:34:01,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:34:01,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:34:40,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:34:40,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:35:19,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:35:19,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:35:58,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:35:58,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:36:37,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:36:37,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:37:16,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:37:16,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:37:55,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:37:55,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:38:34,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:38:34,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:39:13,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:39:13,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:39:52,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:39:52,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:40:31,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:40:31,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:41:10,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:41:10,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:41:49,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:41:49,3,1,14.1,0x2,ec4013021410a2f,ec4013021410a2f,OK,-
2025-11-19 17:42:28,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:42:28,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:43:07,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:43:07,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:43:46,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:43:46,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:44:25,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:44:25,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:45:04,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:45:04,3,1,14.0,0x2,ec4013020410928,ec4013020410928,OK,-
2025-11-19 17:45:43,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:45:43,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:46:22,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:46:22,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:47:01,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:47:01,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:47:40,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:47:40,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:48:19,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:48:19,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:48:58,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:48:58,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
2025-11-19 17:49:37,3,1,13.9,0x2,ec4013029310132,ec4013029310132,OK,-
